,Unnamed: 0,SYMBOL,FC,DESeq2.STAT,PVAL,ADJ.PVAL
223,5648,MASP1,-3.79236556840101,-8.99997085625456,2.25777607270364e-19,2.74951970133849e-15
224,5142,PDE4B,-2.12675001719837,-8.99248035383241,2.41712727395421e-19,2.94357759422144e-15
225,25924,MYRIP,-3.44566400099451,-8.97530315020349,2.8257256858545604e-19,3.4411687402336804e-15
226,7049,TGFBR3,-2.54299764856338,-8.97479058449996,2.83891315109352e-19,3.4572284354016902e-15
227,9928,KIF14,3.52804307372349,8.96444272930153,3.1185376599741603e-19,3.79775516231653e-15
228,128239,IQGAP3,3.67172510171112,8.95440478563308,3.41573413290898e-19,4.1596810270565505e-15
229,845,CASQ2,-5.12910423712424,-8.94128353319413,3.8467600451170403e-19,4.6845843829435304e-15
230,8654,PDE5A,-2.35679170996579,-8.94044415564989,3.8760929496870604e-19,4.7203059941289e-15
231,11004,KIF2C,3.14257070450396,8.93529362117301,4.0609833031500404e-19,4.945465466576121e-15
233,84870,RSPO3,-2.89816323762712,-8.93245469803963,4.1665901210718204e-19,5.07407344944126e-15
234,27129,HSPB7,-4.18329447184869,-8.93185338553913,4.18930450043395e-19,5.10173502062846e-15
235,9934,P2RY14,-3.11235883603386,-8.93080744579327,4.22910634541359e-19,5.15020570744467e-15
236,399959,MIR100HG,-3.21559548841913,-8.9281646514555,4.33134650993332e-19,5.2747137797967904e-15
237,65010,SLC26A6,1.81216329117907,8.92665171813106,4.39097150320931e-19,5.34732509660829e-15
238,120892,LRRK2,-2.51953697689782,-8.92548639198232,4.43744938234453e-19,5.4039258578191705e-15
239,2949,GSTM5,-3.26677007910061,-8.92066852175002,4.63481891497411e-19,5.64428247465547e-15
240,79875,THSD4,-2.39824936162714,-8.91980035653341,4.67129523984192e-19,5.68870334307949e-15
241,6659,SOX4,2.20036058791963,8.90081648095717,5.54373550877405e-19,6.7511611025850306e-15
242,254295,PHYHD1,-2.56473140196624,-8.8911164295849,6.04979454081663e-19,7.3674397918065e-15
243,9079,LDB2,-1.96082773942361,-8.85476636297761,8.3859278227345e-19,1.02123829025261e-14
244,92162,TMEM88,-2.04985948584315,-8.84539623152118,9.12041013454265e-19,1.1106835461846e-14
245,285671,RNF180,-2.45101019671625,-8.84026968099824,9.54878369557155e-19,1.1628508784467e-14
246,5831,PYCR1,2.51164501391591,8.83888325066689,9.66800814921728e-19,1.1773700324116801e-14
247,8490,RGS5,-2.69335575006382,-8.83522837382291,9.989397399525521e-19,1.2165088153142201e-14
248,90627,STARD13,-2.08388174880367,-8.83086878908888,1.03865774065513e-18,1.2648773965698201e-14
249,10024,TROAP,3.64607699340406,8.83058566060481,1.04129045251801e-18,1.2680835130764301e-14
250,91851,CHRDL1,-5.21571333979773,-8.82916855834693,1.05456695842871e-18,1.28425164197448e-14
252,4306,NR3C2,-3.56444303419138,-8.82593453571969,1.0854951292083299e-18,1.3219159683499e-14
253,4208,MEF2C,-2.09773900558521,-8.82215284230694,1.12279853057443e-18,1.36734405053354e-14
254,217,ALDH2,-2.46736123366481,-8.81582570406081,1.1880618738351001e-18,1.44682174995638e-14
255,2899,GRIK3,-4.16138246241926,-8.81568262115946,1.18958026081194e-18,1.44867084161678e-14
256,9314,KLF4,-2.58161161423638,-8.79093662721982,1.4831821735627e-18,1.8062192509646602e-14
257,8864,PER2,-2.12985766872109,-8.7788269890135,1.65188406466631e-18,2.01166441395063e-14
258,55273,TMEM100,-3.54688056715577,-8.77493952319985,1.70995735479486e-18,2.08238606666919e-14
259,70,ACTC1,-5.59013396441149,-8.76966476682288,1.79199009217276e-18,2.18228553424799e-14
260,2042,EPHA3,-3.01217360141909,-8.7613674331686,1.9289592553554898e-18,2.3490865811719202e-14
261,150468,CKAP2L,3.46908080187929,8.76110878921715,1.93339098986273e-18,2.3544835474548302e-14
262,9378,NRXN1,-5.76005051175749,-8.75922923189143,1.96589967235821e-18,2.39407262099783e-14
263,25891,PAMR1,-2.66000251950366,-8.75857567667307,1.97732951046553e-18,2.4079918778449202e-14
264,51673,TPPP3,-2.30166685777687,-8.75742871740587,1.99754719218372e-18,2.43261297064134e-14
265,6722,SRF,-1.88358701690077,-8.75156869156803,2.1040720940083003e-18,2.5623389960833e-14
266,1805,DPT,-4.45812429612559,-8.74857400962122,2.1606564339846698e-18,2.63124740530653e-14
268,145581,LRFN5,-3.93515824670812,-8.73788488095389,2.375153510322e-18,2.89246194487013e-14
269,10267,RAMP1,-3.19892211589753,-8.73019398319916,2.54236191643035e-18,3.09608834182888e-14
270,2934,GSN,-2.58920298927853,-8.73018716796943,2.54251512287942e-18,3.09627491664256e-14
271,641700,ECSCR,-1.88701728342882,-8.72999494139721,2.54684013518879e-18,3.10154191663291e-14
272,114898,C1QTNF2,-2.83892158781885,-8.72845069385977,2.58184962122108e-18,3.14417646872303e-14
273,8884,SLC5A6,1.61000776085842,8.7207211749142,2.76435398398278e-18,3.36643028169423e-14
275,100288637,LOC100288637,1.61272433908875,8.71195540819809,2.9867718142046897e-18,3.63729071533847e-14
276,1740,DLG2,-3.337822607934,-8.70964447547328,3.0482935407448297e-18,3.71221187391905e-14
277,11248,NXPH3,-3.36671085736212,-8.70856930003082,3.0773417368704e-18,3.74758676716077e-14
